Country Name,Country Code,Counterpart-Area Name,Counterpart-Area Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Tanzania,TZA,World,WLD,Principal forgiven (current US$),DT.AXF.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41932704.1,102159263.2,134967117.6,124320365.7,192800595,86796833.5,140338044.3,29477675.5,243285430.4,74565613.7,26033884.2,396545594.1,221746887.3,104412605.2,148563182.2,83446397.9,119571661.6,344390942.5,12732681.2,22085383.5,2868006.7,81924983.5,1825410.9,40360965.6,145688445.4,446771.7,867168.3,0,231094000,441000,445000,449000,..
Tanzania,TZA,World,WLD,"Principal repayments on external debt, central bank (PPG) (AMT, current US$)",DT.AMT.DECB.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,World,WLD,"Principal repayments on external debt, general government sector (PPG) (AMT, current US$)",DT.AMT.DEGG.CD,1700520.8,1549567.5,1662730.9,2051823.1,2317399.5,5354876.7,3937484.5,6677714.5,4188479.1,5415056.9,7374771,9768382.4,10876631.5,15027123.5,14582061.1,78510130.6,26050158.4,34764760.7,41295502,73236294.9,55323415.3,83230291,64810793,81509071.6,84269000.9,108234916.1,121534308.3,67233674.9,73137241.1,80439076.6,67958310.1,65920350.6,38385519,35405471.4,35212376.1,27954508.2,34912720.6,18926813.3,13708475,19808459.4,52288290,35897592.2,41912799.5,148524003.3,99388534,143576162.3,389337979.2,450500030.9,618161534.9,762679551.6,849683206.4,1371995132.1
Tanzania,TZA,World,WLD,"Principal repayments on external debt, long-term (AMT, current US$)",DT.AMT.DLXF.CD,1700520.8,1639567.5,1852730.9,2251823.1,2527399.5,6292813.1,5279740.3,8813376.2,15630162.6,26474623.6,32532416.6,36966199.2,40029399.9,48554901,37374009.3,108617400.8,61432202.7,72332618.9,76142060.9,106738680.6,89196248.8,117897263.8,166358197.9,97835506.5,101096915.8,121552448.7,144348254,86057829.5,93416567.7,103608774.4,93740543.2,92368788.4,56840693.9,40491976.4,39868073.8,29006125.9,35587836.2,19365686.8,23145475,106059459.4,131593290,79397592.2,85256799.5,167793003.3,163674534,158742162.3,412114979.2,453334030.9,638640534.9,782674551.6,864947206.4,1679979073.2
Tanzania,TZA,World,WLD,"Principal repayments on external debt, long-term + IMF (AMT, current US$)",DT.AMT.DLTF.CD,1700520.8,1639567.5,1852730.9,2681096.1,2527399.5,6292813.1,5279740.3,10681496.2,51636447,43310067.7,65032416.6,69866199.2,52575650.4,76612192,65943990.7,116297683,93511247.6,88180191.6,85558409.6,116073694.9,117527532.5,144652367.5,171851786.7,103812066.4,116419984.9,141033778,166095993.7,116978572.2,131162117.4,132870974.1,103733325.1,94740559.7,61587678.2,47795111.2,64371668.5,75393124.6,35587836.2,19365686.8,23145475,106059459.4,132020551.1,81605068.3,88250840.3,171210119.5,191258890.8,219924483.2,474108809.2,537392569.3,724078127.7,844054449.9,902359418,..
Tanzania,TZA,World,WLD,"Principal repayments on external debt, other public sector (PPG) (AMT, current US$)",DT.AMT.DOPS.CD,..,90000,190000,200000,210000,880169.3,1295294.4,1830237.9,10904482.5,20243864.5,23221915.3,25398998.5,27911340.7,31142248,21124923.6,27484363.9,31813100.4,36400335,32070668.8,32248378.8,32717142,32835617.6,98669728.3,14525740.3,10380143.8,9376643,14241389.8,6726143.6,12591119.5,16767278.2,16117336.7,17643720.5,6944491.6,605700.8,3386284.1,1051617.7,675115.6,438873.5,..,7210000,..,..,..,..,..,0,0,0,0,0,0,..
Tanzania,TZA,World,WLD,"Principal repayments on external debt, private guaranteed by public sector (PPG) (AMT, current US$)",DT.AMT.PRPG.CD,..,..,..,..,..,57767.1,46961.4,305423.8,537201,815702.2,1935730.3,1798818.3,1241427.7,2385529.5,1667024.6,2622906.3,3568943.9,1167523.2,2775890.1,1254006.9,1155691.5,1831355.2,2877676.6,1800694.6,6447771.1,3940889.6,8572555.9,12098011,7688207.1,6402419.6,9664896.4,8804717.3,11510683.3,4480804.2,1269413.6,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..
Tanzania,TZA,World,WLD,"Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)",DT.AMT.DPNG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9437000,79041000,79305000,43500000,43344000,19269000,64286000,15166000,22777000,2834000,20479000,19995000,15264000,307983941.1
Tanzania,TZA,World,WLD,"Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$)",DT.AMT.DPPG.CD,1700520.8,1639567.5,1852730.9,2251823.1,2527399.5,6292813.1,5279740.3,8813376.2,15630162.6,26474623.6,32532416.6,36966199.2,40029399.9,48554901,37374009.3,108617400.8,61432202.7,72332618.9,76142060.9,106738680.6,89196248.8,117897263.8,166358197.9,97835506.5,101096915.8,121552448.7,144348254,86057829.5,93416567.7,103608774.4,93740543.2,92368788.4,56840693.9,40491976.4,39868073.8,29006125.9,35587836.2,19365686.8,13708475,27018459.4,52288290,35897592.2,41912799.5,148524003.3,99388534,143576162.3,389337979.2,450500030.9,618161534.9,762679551.6,849683206.4,1371995132.1
Tanzania,TZA,World,WLD,"Principal repayments on external debt, public sector (PPG) (AMT, current US$)",DT.AMT.DEPS.CD,1700520.8,1639567.5,1852730.9,2251823.1,2527399.5,6235046,5232778.9,8507952.4,15092961.6,25658921.4,30596686.3,35167380.9,38787972.2,46169371.5,35706984.7,105994494.5,57863258.8,71165095.7,73366170.8,105484673.7,88040557.3,116065908.6,163480521.3,96034811.9,94649144.7,117611559.1,135775698.1,73959818.5,85728360.6,97206354.8,84075646.8,83564071.1,45330010.6,36011172.2,38598660.2,29006125.9,35587836.2,19365686.8,13708475,27018459.4,52288290,35897592.2,41912799.5,148524003.3,99388534,143576162.3,389337979.2,450500030.9,618161534.9,762679551.6,849683206.4,..
Tanzania,TZA,World,WLD,Principal rescheduled (current US$),DT.AXR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14707229.7,58841582.8,5425847.4,172884255.5,36630020.1,6239080.9,..,11380000,421929435.6,30020766.1,1709391.2,243633681.6,20916059.7,12874097.1,4343221.5,..,..,0,..,..,0,0,0,..,..,0,0,0,..,0,0,11321518.7,..
Tanzania,TZA,World,WLD,"Principal rescheduled, official (current US$)",DT.AXR.OFFT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8532404.9,34961199.8,5315777.9,166199106.7,23002597.8,5187214.9,..,11380000,328348209.3,29887283.3,1709391.2,237080386.1,19550690.7,12874097.1,4343221.5,..,..,0,..,..,0,0,0,..,..,0,0,0,..,0,0,11321518.7,..
Tanzania,TZA,World,WLD,"Principal rescheduled, private (current US$)",DT.AXR.PRVT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6174824.8,23880383,110069.5,6685148.8,13627422.3,1051866,..,..,93581226.3,133482.8,..,6553295.5,1365369,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,..,0,0,0,..
Tanzania,TZA,World,WLD,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,12.1605,2.7218,8.1359,11.8166,14.7507,17.1069,19.7723,22.9227,28.5239,29.945,33.7781,33.9202,37.2395,40.2809,43.4068,48.4123,8.1912,10.0837,10.25,7.5739,8.08,9.3437,8.8065,11.0665,12.2412,13.0642,14.045,11.9242,12.2068,12.5696,11.7923,9.2799,9.9374,11.2524,13.0722,11.8928,24.3003,20.4957,22.1836,18.0283,15.3092,15.9749,17.0218,10.961,11.5091,11.9971,12.753,12.2239,11.5526,11.5542,12.3469,..
Tanzania,TZA,World,WLD,Technical cooperation grants (current US$),BX.GRT.TECH.CD.DT,21040000,23750000,34650000,41090000,48350000,58050000,75340000,78690000,103800000,135720000,169910000,171820000,176370000,169110000,131920000,134440000,157780000,181970000,202070000,190970000,198100000,200370000,226720000,229940000,203030000,256730000,246840000,217150000,189810000,148340000,149970000,151820000,177690000,157910000,173590000,176090000,208070000,101430000,140610000,166680000,151850000,199750000,191410000,244170000,232220000,236000000,237640000,185880000,132230000,122290000,..,..
Tanzania,TZA,World,WLD,Total amount of debt rescheduled (current US$),DT.TXR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77366519,182913586.8,7111535.6,348061647,58136875.8,8995390,..,32828000,695154384.5,98741752.9,68067145.4,342278236,32440427.4,76115326.7,39713574.1,..,0,0,..,..,0,0,..,..,..,0,0,0,..,0,0,13091347.2,..
Tanzania,TZA,World,WLD,Total change in external debt stocks (current US$),DT.DOD.DECT.CD.CG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-158770727.4,582724191.7,126214199.4,109930470.9,99868289,458703136.5,142938010.3,-26848332.3,-233995948.9,403278169.7,404328110.2,-718017982.1,-670209683.3,636801514.7,164713982.3,1309785571,-205526170,-4317442977.2,939838803.9,1001312453.5,1715240641.2,1163018944.3,1227186370,1874744179.6,1944488475.3,2234122528.6,1927002157.5,1291140039.8,1982457278.3,933160835.4,1812322528.9,1373960166.8,..
Tanzania,TZA,World,WLD,Total reserves (% of total external debt),FI.RES.TOTL.DT.ZS,32.9196480594476,5.12492233497674,8.56856715567615,8.29686930237027,2.4964872357424,2.79459678800056,4.15490279680689,8.12048248796371,2.28562876947733,1.6184677369308,0.387255530073787,0.326895267515828,0.0786149717258948,0.285437577502226,0.37503713357773,0.175903039036763,1.24733694462553,0.57776164734912,1.2932105399028,0.926629724138204,2.99690837029918,3.10859442530519,4.90800196407856,3.00392827543651,4.59415560071894,3.66578867052649,5.99238628744733,8.74903158151838,7.97455506857154,9.79400270206185,13.5316537215484,17.7138039225004,21.3337724090653,27.8053627251899,26.5682019597977,24.2882326013316,54.8675642108397,57.0695521854654,47.2505541890046,44.6400830803045,43.6900202199426,36.6588609174767,33.6587016086959,33.4228253511409,27.0717272098249,22.4900181672464,22.3847853388675,27.4898147948039,22.5919502062034,..,..,..
Tanzania,TZA,World,WLD,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,64970000.00877,60253183.8818232,119587470.8374,144616442.512355,50232420.7870518,65446257.4059917,112267249.138348,281826684.814667,99860082.3470649,68041223.2795527,20300000,18827909.3073631,4822062.14909828,19415165.1574257,26868614.6698837,16000000,61090008.9293359,31799306.2747379,77713456.9579201,54213141.6406024,192800000,203908582.585933,327336301.511131,203345199.602014,332066143.505941,270203470.644897,440086975.002588,622065444.065455,599158980.590385,775460982.224595,974237739.507032,1156620151.66215,1528839233.08318,2038411250.71436,2295701465.88251,2048775519.3419,2259345786.15223,2886381413.93065,2862895993.28886,3470413229.48011,3904676571.71261,3726158402.29753,4052224337.93442,4673729809.18131,4390430240.97061,4080762377.72074,4350687047.93764,5887869884.67437,5049646420.4773,..,..,..
Tanzania,TZA,World,WLD,"Undisbursed external debt, official creditors (UND, current US$)",DT.UND.OFFT.CD,310890973.2,301522626.2,297948861.5,395399424.2,530843154.9,441187572,481385498.8,522532696.6,584412225.9,688418001.1,1086929195.3,804841785,711379653.7,654352429.3,510282960,428926958.8,506834722.7,825029033.8,795711010.7,697956266.1,1164074445,1415794213.5,1238616370.8,1529160661.4,1528791166.1,1360283553,1263617549,1165920800.8,1113411674.3,903026556.4,985015102.7,1292069008.7,1294790004.3,1200855940,1392061828.6,1442898964.3,1719318777.9,2044135921.4,2362154904.6,2390653675.3,3333389062.2,3459805627.8,5130255219.3,4550664702.7,3782065670.2,4924803921.6,5732757765.9,6169688263,6454212731.7,6229190101.9,6798925358.9,..
Tanzania,TZA,World,WLD,"Undisbursed external debt, private creditors (UND, current US$)",DT.UND.PRVT.CD,4400000,764995,515303.3,10616618.1,13584592.5,10636869.1,28274817.3,51006094.5,54454959.3,91339851.3,77035398.7,47380676.1,10816164,48554561.1,19839815.4,70124009.1,62906064.7,22838539.4,38493649.5,15457633.1,5607856,16173637.7,9869920.6,29886785.4,25307688.1,25427382.1,9157252.4,12003721.6,11142951.5,33481494.4,24486578,19848266.1,19913620.1,24138315.7,36739772,12731322.4,405636,19222681.8,157943406.8,180795763,144323935.8,260111803.3,380513127,40575383.2,34258244.7,91755068.3,24489868.3,16510896.7,169772645,22487718.2,1511508443.3,..
Tanzania,TZA,World,WLD,"Undisbursed external debt, total (UND, current US$)",DT.UND.DPPG.CD,315290973.2,302287621.2,298464164.8,406016042.3,544427747.4,451824441.1,509660316.1,573538791.1,638867185.2,779757852.4,1163964594,852222461.1,722195817.7,702906990.4,530122775.4,499050967.9,569740787.4,847867573.2,834204660.2,713413899.2,1169682301,1431967851.2,1248486291.4,1559047446.8,1554098854.2,1385710935.1,1272774801.4,1177924522.4,1124554625.8,936508050.8,1009501680.7,1311917274.8,1314703624.4,1224994255.7,1428801600.6,1455630286.7,1719724413.9,2063358603.2,2520098311.4,2571449438.3,3477712998,3719917431.1,5510768346.3,4591240085.9,3816323914.9,5016558989.9,5757247634.2,6186199159.7,6623985376.7,6251677820.1,8310433802.2,..
Tanzania,TZA,World,WLD,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,0,0,0,0,47567940,73309234,97163842.9,110822852.1,106135695.7,152130537.7,171346413.3,146374738.2,126131156.4,92207379.7,59048314.4,57797983.8,71214135.2,113497056,141430378.6,128547188.7,139918611,143329091.5,220687500,214577535.7,212437365.3,197227494.7,206214971.8,246039777.8,267863633.5,355441649.7,364439561.9,380276444.2,442183880,483868981.2,471681750.2,387336457.8,59832996.8,67274403,65572374.4,628034506,647153582.7,643003950.7,640682642.9,753400976,682487134.6,592178105.1,514532226.3,458750664,364095324.8,300580648.5,274386985.7,..
Tanzania,TZA,World,WLD,"Use of IMF credit, SDR allocations (DOD, current US$)",DT.DOD.DSDR.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43058383.6,40874892.5,39426133.6,42650861.4,46617850.8,48721029.7,44839058.4,47196036.8,49575603,48321350.4,298662837,293393291.4,292486457,292800800.9,293387576,276013294.2,263996918.1,256109987.8,271313236.9,264961092.6,263443484.6,274386985.7,..
Uganda,UGA,World,WLD,"Currency composition of PPG debt, all other currencies (%)",DT.CUR.OTHC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.9546,12.671,11.8223,12.5436,13.5635,17.1743,16.5991,18.8848,19.541,21.4893,23.8363,26.3493,27.0104,27.2889,26.7272,25.9365,23.7463,22.7549,22.3368,19.6346,..
Uganda,UGA,World,WLD,Concessional debt (% of total external debt),DT.DOD.ALLC.ZS,44.2315,41.7662,46.581,51.054,47.8001,47.3265,45.1355,38.3056,29.9826,33.9859,27.9111,23.5663,24.173,25.3865,28.9642,34.9538,38.0343,37.0831,40.8173,42.793,47.0081,49.9568,52.1158,58.9158,62.5231,64.1865,65.0526,64.5614,65.2057,73.1555,75.0411,75.1777,78.8882,81.5995,83.5476,86.7755,58.551,74.6362,64.9191,71.2199,79.7008,82.0307,79.9925,41.6096,42.2656,40.8183,40.9397,40.4783,40.6583,39.4344,38.2799,..
Uganda,UGA,World,WLD,"Currency composition of PPG debt, Deutsche mark (%)",DT.CUR.DMAK.ZS,6.4678,6.6431,6.5486,7.8579,7.5449,9.5092,12.4376,10.8274,14.5555,10.5279,7.9155,1.0833,0.6921,0.4155,0.3144,0.3126,0.3166,0.0504,0.7845,0.7364,0.7784,0.4903,0.459,0.4319,0.2758,0.1148,0.3098,0.2467,0.2697,0.1935,0.1435,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,World,WLD,"Currency composition of PPG debt, Euro (%)",DT.CUR.EURO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.7843,2.1814,3.2521,3.0471,2.7583,13.9054,10.1878,7.4323,5.073,3.3739,2.6206,2.1893,1.9205,1.7836,2.201,2.0903,3.0814,4.8363,5.5174,13.2295,..
Uganda,UGA,World,WLD,"Currency composition of PPG debt, French franc (%)",DT.CUR.FFRC.ZS,0.1998,0.5162,0.3846,0.3096,0.2156,0.1862,2.2246,1.7348,1.9103,2.6076,6.2765,6.0926,6.6116,5.8471,5.189,4.8355,4.3363,4.036,3.2049,3.3748,3.45,3.4016,2.048,1.3999,1.3846,0.3014,0.3377,0.2751,0.2904,0.2824,0.1852,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,World,WLD,"Currency composition of PPG debt, Japanese yen (%)",DT.CUR.JYEN.ZS,0.3205,0.3442,0.8263,1.2028,1.0092,1.1518,0.9734,1.4544,1.1461,0.6521,0.6826,0.6636,0.4705,0.3729,0.2526,0.2049,1.308,1.2046,0.5736,0.3677,0.3263,0.3295,0.3024,1.1448,1.3147,1.1902,1.7003,1.4219,1.5937,2.0408,1.7818,1.4341,1.4616,1.4054,0,0,0,0,0.2952,0.5302,0.7643,0.7624,0.6703,0.8331,1.4709,2.0339,2.2718,3.656,3.9267,3.5573,2.8192,..
Uganda,UGA,World,WLD,"Currency composition of PPG debt, Multiple currencies (%)",DT.CUR.MULC.ZS,4.0651,3.5141,3.0961,2.8319,2.4105,2.1522,2.485,2.7341,1.8586,1.8617,2.2625,4.1254,9.0836,12.0621,21.2631,29.8263,29.4189,26.4955,26.0134,22.8683,21.6292,20.7813,18.5132,16.6607,15.2987,13.8792,12.2051,10.7725,9.5648,10.2722,9.4546,8.2877,8.1504,7.6928,7.4012,6.7252,0.2249,0.1115,0.0514,0,0,0,0,0,0,0,0,0,0,0,0,..
Uganda,UGA,World,WLD,"Currency composition of PPG debt, Pound sterling (%)",DT.CUR.UKPS.ZS,73.2342,71.9115,70.6591,64.7515,56.7668,50.6765,39.5492,33.3994,25.8129,20.4753,20.5461,12.1087,10.3314,8.1064,7.263,6.9459,6.6789,8.2518,8.4121,6.8207,6.7299,6.1611,4.4882,3.4455,3.1065,2.1422,2.2325,1.9237,1.0497,1.0597,0.6136,0.3829,0.1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Uganda,UGA,World,WLD,"Currency composition of PPG debt, SDR (%)",DT.CUR.SDRW.ZS,0,0,0,0,0,0,0,0,0.542,0.4777,0.4691,0.7558,0.7116,1.6238,1.5916,2.482,3.3566,2.6503,3.0971,2.7255,2.7406,2.7419,3.1569,4.0061,5.1446,6.0686,7.1195,7.54,9.2147,11.0225,10.987,9.8502,9.8511,9.1274,8.9848,8.9214,12.5975,10.4616,12.2383,12.152,11.3754,11.2627,10.3185,9.4143,8.7342,7.3777,6.4487,5.2355,4.7306,4.3108,3.4448,..
Uganda,UGA,World,WLD,"Currency composition of PPG debt, Swiss franc (%)",DT.CUR.SWFR.ZS,0,0,0,0,0,0,1.8832,2.7549,19.3305,13.6258,9.8988,8.6792,5.8639,4.1221,2.5038,1.9469,1.5244,0.9495,0.4691,0.1312,0,0,0,0.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Uganda,UGA,World,WLD,"Currency composition of PPG debt, U.S. dollars (%)",DT.CUR.USDL.ZS,6.9473,7.7039,8.5073,10.2087,19.9216,22.0518,22.6087,30.5625,23.2045,38.4287,43.6547,59.2858,56.328,53.5843,50.5727,43.8415,42.3809,46.8598,47.2267,51.1055,52.9808,54.2985,59.1407,62.5598,63.1649,66.163,65.2024,67.4223,66.0875,60.6388,62.4603,66.3062,65.5443,66.7,68.0233,68.0316,56.0979,62.64,61.098,62.7038,62.9971,61.518,60.4726,60.8217,60.7224,61.6602,63.2527,64.2808,63.7515,64.2777,60.8719,..
Uganda,UGA,World,WLD,Current account balance (current US$),BN.CAB.XOKA.CD,..,..,..,..,..,..,..,..,..,..,-82669699.299945,25401432.590057,-69896624.459943,-72237297.720057,103543713.07,4597852.89999998,-43267054.180053,-112010296.98,-195210146.65,-259520589.14,-263300000,-169770000,-99600000,-171130000,-174200000,-281490000,-211500000,-315730000,-363690000,-293200000,-358800000,-305583689.219979,-151999890.306009,-38435956.3553837,-1675020.2514841,49224086.1693945,-306424663.668051,-551656832.201736,-1223839164.11428,-1048042885.5576,-1609773703.87242,-2087253428.48861,-1655592192.89012,-1751485256.93053,-2165987726.53222,-1671271708.73939,-833463693.813617,-1501650543.08319,-1935913245.95099,-2341932796.14082,-3488306676.45938,..
Uganda,UGA,World,WLD,Debt buyback (current US$),DT.DSB.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17323672.6,..,..,..,..,84780000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..
Uganda,UGA,World,WLD,Debt forgiveness grants (current US$),DT.DOD.MDRI.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10010000,930000,13070000,17380000,3010000,810000,1450000,35050000,30220000,21000000,200840000,52470000,130310000,56230000,67860000,50270000,117300000,54150000,3691140000,10600000,15840000,1040000,970000,110000,100000,90000,..,..,..,..,..,..,..,..
Uganda,UGA,World,WLD,Debt forgiveness or reduction (current US$),DT.DFR.DPPG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-202867.6,-50579923,-465445.2,-13000890.3,-137624260.1,-6922000,-39845745.4,0,0,-111308420.4,-22394574.8,-206070910.2,-50548233.1,-146949041.1,-58107009.6,-121590174.8,-50449047.9,-3552676637.2,-19630146.4,-6680000,0,-2186000,0,0,-3426269.2,-14700000,0,0,0,0,0,0,..
Uganda,UGA,World,WLD,"Debt service on external debt, central bank (PPG) (TDS, current US$)",DT.TDS.DECB.CD,..,..,..,..,..,..,..,..,..,..,..,4437629.6,19846000,12449000,4032740,3227037.5,..,..,..,..,108000,666000,..,14000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,World,WLD,"Debt service on external debt, general government sector (PPG) (TDS, current US$)",DT.TDS.DEGG.CD,8505576.9,8924542.1,8831986.9,22951905.6,12545569,9491986.7,6528282.4,15846423.4,9541952.6,16559623.3,35366338.8,39936803.6,22169538.6,34263361.9,50062866.5,49009465.2,43815881,56941292.2,88093913.2,81676999.5,74183889.3,86994373.6,65919574.8,97884916.3,91934429.7,86625634.1,84967212.7,85646527.9,87915861.4,85013591.8,45065952.4,30279843.6,48716285.7,63315141.2,69613831.8,131457920.2,92402574.7,61878733.6,67215576.3,67063910.5,60883831.6,61668767.3,66045465.1,79302689.8,95395766.9,86069707.2,101179127.4,177357082,321635974.2,280717803.3,311276910.6,540763402.6
Uganda,UGA,World,WLD,"Debt service on external debt, long-term (TDS, current US$)",DT.TDS.DLXF.CD,9039288.9,9496535.8,9517049.9,24524860.9,13951504,10458687.6,7310030.7,16025295.4,9736424,17085729.6,35855845.9,45432117.1,43179302.1,48327867.2,57292643.1,56152239.9,58021868.1,67098383.2,101834548.9,96876662.6,83733081.3,100448075.5,76348533.4,123232633.4,119919740.3,102897086,93461946.5,97625983.6,93405847.4,88592812,46850022.7,30299748.7,48782080,63375952.1,70197882.1,131572920.2,93728200,61961264.5,67302576.3,67157910.5,60976831.6,61758767.3,66132465.1,79828120.9,198169857.1,86319365.4,835659301.7,177491407.8,520196974.2,280980636,668070536.4,1986493871.9
Uganda,UGA,World,WLD,"Debt service on external debt, other public sector (PPG) (TDS, current US$)",DT.TDS.DOPS.CD,512112,457876.4,559971.3,1396399.3,1349798,966700.9,781748.3,178872,134709,210525,163278.1,765525.3,973830.4,1098113.7,2207672.2,3538078.5,13904730,9980411,13113814.6,15045633.5,9300855.5,12659443.3,10428958.6,25333717.1,23983860.6,15670814.1,8494733.8,8391989,5489986,3169002.4,1388368.8,19905.1,65794.3,60810.9,584050.3,115000,1325625.3,82530.9,87000,94000,93000,90000,87000,85000,53000,23000,22000,22000,31000,39000,157803.8,1059030.1
Uganda,UGA,World,WLD,"Debt service on external debt, private guaranteed by public sector (PPG) (TDS, current US$)",DT.TDS.PRPG.CD,21600,114117.3,125091.7,176556,56137,..,..,..,59762.4,315581.3,326229,292158.6,189933.1,517391.6,989364.4,377658.7,301257.1,176680,626821.1,154029.6,140336.5,128258.6,..,..,4001450,600637.8,..,3587466.7,..,410217.8,395701.5,..,..,..,..,..,..,..,..,..,..,..,..,440431.1,123090.2,226658.2,339174.3,112325.8,..,223832.7,477822,299678.7
Uganda,UGA,World,WLD,"Debt service on external debt, private nonguaranteed (PNG) (TDS, current US$)",DT.TDS.DPNG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102598000,..,734119000,..,198530000,..,356158000,1444371760.5
Uganda,UGA,World,WLD,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,9039288.9,9496535.8,9517049.9,24524860.9,13951504,10458687.6,7310030.7,16025295.4,9736424,17085729.6,35855845.9,45432117.1,43179302.1,48327867.2,57292643.1,56152239.9,58021868.1,67098383.2,101834548.9,96876662.6,83733081.3,100448075.5,76348533.4,123232633.4,119919740.3,102897086,93461946.5,97625983.6,93405847.4,88592812,46850022.7,30299748.7,48782080,63375952.1,70197882.1,131572920.2,93728200,61961264.5,67302576.3,67157910.5,60976831.6,61758767.3,66132465.1,79828120.9,95571857.1,86319365.4,101540301.7,177491407.8,321666974.2,280980636,311912536.4,542122111.4
Uganda,UGA,World,WLD,"Debt service on external debt, public sector (PPG) (TDS, current US$)",DT.TDS.DEPS.CD,9017688.9,9382418.5,9391958.2,24348304.9,13895367,10458687.6,7310030.7,16025295.4,9676661.6,16770148.3,35529616.9,45139958.5,42989369,47810475.6,56303278.7,55774581.2,57720611,66921703.2,101207727.8,96722633,83592744.8,100319816.9,76348533.4,123232633.4,115918290.3,102296448.2,93461946.5,94038516.9,93405847.4,88182594.2,46454321.2,30299748.7,48782080,63375952.1,70197882.1,131572920.2,93728200,61961264.5,67302576.3,67157910.5,60976831.6,61758767.3,66132465.1,79387689.8,95448766.9,86092707.2,101201127.4,177379082,321666974.2,280756803.3,311434714.4,541822432.7
